Author,Title,Type_of_Ban,Secondary Author(s),State,District,Date of Challenge/Removal,Origin of Challenge,Latitude,Longitude
"Spiegelman, Art",Maus 1: A Survivor's Tale: My Father Bleeds History,Banned in Classrooms,,Tennessee,McMinn County Schools,2022-01-01,Administrator,35.860119,-86.660156
"Spiegelman, Art",Maus 1: A Survivor's Tale: My Father Bleeds History,Banned Pending Investigation,,Texas,Katy Independent School District,2022-01-01,Administrator,31.0,-100.0
"Spiegelman, Art",Maus II: A Survivor's Tale: And Here My Troubles Began,Banned Pending Investigation,,Texas,Katy Independent School District,2022-01-01,Administrator,31.0,-100.0
"St. James, James",Freak Show,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Stamper, Phil",As Far As You'll Take Me,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Stamper, Phil",As Far As You'll Take Me,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Stamper, Phil",The Gravity of Us,Banned Pending Investigation,,Texas,Granbury Independent School District,2022-01-01,Administrator,31.0,-100.0
"Stamper, Phil",The Gravity of Us,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Stamper, Phil",The Gravity of Us (The Gravity of Us Series),Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Stanborough, Rebecca J.",25 Women Who Ruled,Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Stanley, Stan",Bright World (The Hazards of Love Series),Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Stassen, Jean-Philippe",Deogratias: A Tale of Rwanda,Banned in Libraries and Classrooms,,Florida,Indian River County School District,2021-11-01,Administrator,27.994402,-81.760254
"Stead, Rebecca",The List of Things That Will Not Change,Banned Pending Investigation,,Florida,Duval County Public Schools,2022-01-01,Administrator,27.994402,-81.760254
"Steele, Claude M.",Whistling Vivaldi: And Other Clues to How Stereotypes Affect Us,Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Steele, Hamish",The Watcher's Test (Deadendia Series),Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Stein, Garth",The Art of Racing in the Rain,Banned Pending Investigation,,Michigan,Gladwin Community Schools,2022-05-01,Administrator,44.182205,-84.506836
"Steinbeck, John",Of Mice and Men,Banned in Libraries,,Florida,Indian River County School District,2021-11-01,Administrator,27.994402,-81.760254
"Steinbeck, John",Of Mice and Men,Banned in Libraries and Classrooms,,Oklahoma,Bristow Public Schools,2021-10-01,Administrator,36.084621,-96.921387
"Steinbeck, John",Of Mice and Men,Banned in Classrooms,,Texas,Birdville Independent School District,2021-10-01,Formal Challenge,31.0,-100.0
"Steptoe, Javaka",Radiant Child: The Story of Young Artist Jean-Michel Basquiat,Banned Pending Investigation,,Florida,Duval County Public Schools,2022-01-01,Administrator,27.994402,-81.760254
"Steptoe, Javaka",Radiant Child: The Story of Young Artist Jean-Michel Basquiat,Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Sterling, Isabel",The Coldest Touch,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Sterling, Isabel",These Witches Don't Burn (These Witches Don't Burn Series),Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Steven, Laura",The Exact Opposite of Okay (Izzy O'Neill Series),Banned in Libraries and Classrooms,,Texas,Prosper Independent School District,2022-03-01,Administrator,31.0,-100.0
"Stevenson, Howard C.",Promoting Racial Literacy in Schools: Differences That Make a Difference,Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Stevenson, Noelle",The Fire Never Goes Out: A Memoir in Pictures,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Stevenson, Robin",Big Guy,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Stevenson, Robin",En el bosque,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Stevenson, Robin",Pride: Celebrating Diversity & Community,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Stevenson, Robin",Pride: Celebrating Diversity & Community,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Stevenson, Robin",Under Threat,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Stine, Megan",Who Is Michelle Obama? (Who was...? Series),Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Stine, Megan",Who Is Sonia Sotomayor? (Who was...? Series),Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Stine, Megan",Who Was Marie Curie? (Who was...? Series),Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Stoeve, Ray",Between Perfect and Real,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Stone, Nic",Clean Getaway,Banned in Classrooms,,North Carolina,Wilkes County School District,2022-05-01,Administrator,35.782169,-80.793457
"Stone, Nic",Dear Martin,Banned in Libraries,,Florida,Indian River County School District,2021-11-01,Administrator,27.994402,-81.760254
"Stone, Nic",Dear Martin,Banned Pending Investigation,,Florida,Lee County Schools,2022-05-01,Administrator,27.994402,-81.760254
"Stone, Nic",Dear Martin,Banned in Libraries,,Mississippi,Madison County Schools,2022-04-01,Administrator,33.0,-90.0
"Stone, Nic",Dear Martin,Banned in Classrooms,,Missouri,Monett R-1 School District,2021-12-01,Administrator,38.573936,-92.60376
"Stone, Nic",Dear Martin,Banned in Libraries and Classrooms,,New York,Marlboro Central School District,2022-02-01,Administrator,43.0,-75.0
"Stone, Nic",Dear Martin,Banned in Classrooms,,North Carolina,Haywood County Schools,2022-01-01,Administrator,35.782169,-80.793457
"Stone, Nic",Dear Martin,Banned in Libraries,,Wisconsin,School District of Waukesha,2021-12-01,Administrator,44.5,-89.5
"Stone, Nic",Odd One Out,Banned Pending Investigation,,Florida,Indian River County School District,2021-11-01,Administrator,27.994402,-81.760254
"Stone, Nic",Odd One Out,Banned Pending Investigation,,Texas,Granbury Independent School District,2022-01-01,Administrator,31.0,-100.0
"Stone, Nic",Odd One Out,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Stone, Tanya Lee",A Bad Boy Can Be Good for a Girl,Banned Pending Investigation,,Florida,Indian River County School District,2021-11-01,Administrator,27.994402,-81.760254
"Stovall, David Omotoso","Born Out of Struggle: Critical Race Theory, School Creation, and the Politics of Interruption",Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Styron, William",The Confessions of Nat Turner,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Sugiura, Misa",It's Not Like It's a Secret,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Sugiura, Misa",It's Not Like It's a Secret,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Sullivan, Rosana",Mommy Sayang: Pixar Animation Studios Artist Showcase,Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Surmelis, Angelo",The Dangerous Art of Blending In,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Suzuma, Tabitha",Forbidden,Banned in Libraries and Classrooms,,Texas,Cypress-Fairbanks Independent School District,2022-04-01,Administrator,31.0,-100.0
"Swain-Bates, Crystal","Big Hair, Don't Care",Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Taifa, Nkechi","Shining Legacy: A Treasury of ""Storypoems and Tales for the Young So Black Heroes Forever Will Be Sung""",Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Takei, George",They Called Us Enemy,Banned in Classrooms,"Eisinger, Justin; Scott, Steven",Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Talley, Robin",As I Descended,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Talley, Robin",As I Descended,Banned Pending Investigation,,Texas,Granbury Independent School District,2022-01-01,Administrator,31.0,-100.0
"Talley, Robin",As I Descended,Banned in Libraries,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Talley, Robin",Music from Another World,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Talley, Robin",Pulp,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Talley, Robin",The Love Curse of Melody McIntyre,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Talley, Robin",The Love Curse of Melody McIntyre,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Tamaki, Mariko",Laura Dean Keeps Breaking Up with Me,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Tamaki, Mariko",This One Summer,Banned Pending Investigation,,Florida,Brevard Public Schools,2022-03-01,Administrator,27.994402,-81.760254
"Tamaki, Mariko",This One Summer,Banned Pending Investigation,,Florida,Indian River County School District,2021-11-01,Administrator,27.994402,-81.760254
"Tamaki, Mariko",This One Summer,Banned Pending Investigation,,Florida,Lee County Schools,2022-05-01,Administrator,27.994402,-81.760254
"Tamaki, Mariko",This One Summer,Banned in Libraries,,Florida,St. Lucie Public Schools,2022-01-01,Formal Challenge,27.994402,-81.760254
"Tamaki, Mariko",This One Summer,Banned Pending Investigation,,Florida,Walton County School District,2022-04-01,Administrator,27.994402,-81.760254
"Tamaki, Mariko",This One Summer,Banned in Libraries,,Georgia,Forsyth County Schools,2022-01-01,Administrator,33.247875,-83.441162
"Tamaki, Mariko",This One Summer,Banned Pending Investigation,,Kansas,Goddard Public Schools,2021-11-01,Administrator,38.5,-98.0
"Tamaki, Mariko",This One Summer,Banned Pending Investigation,,Texas,Birdville Independent School District,2021-10-01,Formal Challenge,31.0,-100.0
"Tamaki, Mariko",This One Summer,Banned in Libraries,,Texas,Cypress-Fairbanks Independent School District,2022-01-01,Administrator,31.0,-100.0
"Tamaki, Mariko",This One Summer,Banned Pending Investigation,,Texas,Fredericksburg Independent School District,2022-03-01,Administrator,31.0,-100.0
"Tamaki, Mariko",This One Summer,Banned in Libraries,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Tan, Susan",Cilla Lee-Jenkins: Future Author Extraordinaire (Cilla Lee-Jenkins Series),Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Tan, Susan",Cilla Lee-Jenkins: The Epic Story (Cilla Lee-Jenkins Series),Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Tan, Susan",Cilla Lee-Jenkins: This Book Is a Classic (Cilla Lee-Jenkins Series),Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Tarpley, Natasha Anastasia",I Love My Hair,Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Tarttelin, Abigail",Golden Boy,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Tate, Meredith",The Last Confession of Autumn Casterly,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Tatum, Beverly Daniel",Can We Talk about Race?: And Other Conversations in an Era of School Resegregation,Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Tatum, Beverly Daniel",Why Are All the Black Kids Sitting Together in the Cafeteria?: And Other Conversations About Race,Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Tavares, Matt",Henry Aaron's Dream,Banned Pending Investigation,,Florida,Duval County Public Schools,2022-01-01,Administrator,27.994402,-81.760254
"Taylor, Simon",Sally and The Magical Sneeze,Banned Pending Investigation,,Florida,Duval County Public Schools,2022-01-01,Administrator,27.994402,-81.760254
"Tebbetts, Chris",Me Myself & Him,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Telgemeier, Raina",Drama: A Graphic Novel,Banned Pending Investigation,,Florida,Indian River County School District,2021-11-01,Administrator,27.994402,-81.760254
"Telgemeier, Raina",Drama: A Graphic Novel,Banned in Libraries and Classrooms,,Florida,Jackson County School District,2022-04-01,Administrator,27.994402,-81.760254
"Telgemeier, Raina",Drama: A Graphic Novel,Banned in Libraries and Classrooms,,Florida,Lee County Schools,2022-03-01,Administrator,27.994402,-81.760254
"Telgemeier, Raina",Drama: A Graphic Novel,Banned in Libraries,,Florida,Polk County Public Schools,2022-01-01,Administrator,27.994402,-81.760254
"Telgemeier, Raina",Drama: A Graphic Novel,Banned in Libraries,,Florida,St. Lucie Public Schools,2022-01-01,Formal Challenge,27.994402,-81.760254
"Telgemeier, Raina",Drama: A Graphic Novel,Banned Pending Investigation,,Florida,Walton County School District,2022-04-01,Administrator,27.994402,-81.760254
"Telgemeier, Raina",Drama: A Graphic Novel,Banned in Libraries and Classrooms,,Idaho,Nampa School District,2022-05-01,Administrator,44.068203,-114.742043
"Telgemeier, Raina",Drama: A Graphic Novel,Banned in Libraries,,Texas,Cypress-Fairbanks Independent School District,2021-12-01,Administrator,31.0,-100.0
